locus_tag,ob,origin?,gene_name,function,logFC,cutoff,logCPM,PValue,q.value,sig
BW25113_3209,2845,no,elbB,isoprenoid biosynthesis protein with amidotransferase-like domain,0.185526061,no,7.201053568,0.458482855,0.727632709,no
BW25113_4450,2846,no,arcZ,,-0.637249451,no,4.862959468,0.172526527,0.435961009,no
BW25113_3210,2847,no,arcB,"aerobic respiration control sensor histidine protein kinase, cognate to two-component response regulators ArcA and RssB",-0.879623346,no,9.938653847,2.77E-07,2.52E-06,yes
BW25113_3211,2848,no,yhcC,"putative Fe-S oxidoreductase, Radical SAM superfamily protein",0.017761057,no,7.896507404,0.918400663,0.975665833,no
BW25113_3212,2849,no,gltB,"glutamate synthase, large subunit",-0.102530294,no,9.969760749,0.430737948,0.709670241,no
BW25113_3213,2850,no,gltD,"glutamate synthase, 4Fe-4S protein, small subunit",-0.132372383,no,8.28515372,0.367661342,0.663245496,no
BW25113_3214,2851,no,gltF,periplasmic protein,-0.143817695,no,8.249356173,0.419196137,0.701044735,no
BW25113_3215,2852,no,yhcA,putative periplasmic chaperone protein,-0.587067758,no,7.384429084,0.002467959,0.015116248,yes
BW25113_3216,2853,no,yhcD,putative outer membrane fimbrial subunit usher protein,-0.182435398,no,9.923036414,0.111876732,0.331119493,no
BW25113_4569,2854,no,yhcE,pseudogene,-0.301369679,no,7.233753626,0.158823703,0.416658694,no
BW25113_3219,2855,no,yhcF,putative transcriptional regulator,-0.120039976,no,9.482953699,0.3834542,0.674659096,no
BW25113_3220,2856,no,yhcG,DUF1016 family protein in the PD-(D/E)XK nuclease superfamily,-0.377431289,no,9.064269739,0.003610616,0.021380082,yes
BW25113_3221,2857,no,yhcH,"DUF386 family protein, cupin superfamily",0.040934017,no,7.18993458,0.885841656,0.963631847,no
BW25113_3222,2858,no,nanK,N-acetylmannosamine kinase,-0.108541002,no,7.325385076,0.583827531,0.808724871,no
BW25113_3223,2859,no,nanE,putative N-acetylmannosamine-6-P epimerase,0.024039556,no,6.781423151,0.935012979,0.984488551,no
BW25113_3224,2860,no,nanT,sialic acid transporter,-0.354977382,no,8.181744995,0.025552542,0.110119483,no
BW25113_3225,2861,no,nanA,N-acetylneuraminate lyase,-0.182252849,no,7.83692159,0.274929547,0.565309586,no
BW25113_3226,2862,no,nanR,"transcriptional repressor of the nan operon, induced by sialic acid",0.164770471,no,6.223379596,0.573175169,0.802362576,no
BW25113_3227,2863,no,dcuD,putative transporter,-0.414956885,no,9.437517725,0.000519754,0.003543365,yes
BW25113_3228,2864,no,sspB,ClpXP protease specificity enhancing factor,-0.233062054,no,6.844848064,0.323724925,0.619164254,no
BW25113_3229,2865,no,sspA,"stringent starvation protein A, phage P1 late gene activator, RNAP-associated acid-resistance protein, inactive glutathione S-transferase homolog",0.010726973,no,7.763249755,0.951673783,0.989860028,no
BW25113_3232,2866,no,yhcM,putative AFG1-like family P-loop ATPase,-0.314439929,no,8.434938873,0.036557159,0.145634209,no
BW25113_3233,2867,no,yhcB,DUF1043 family inner membrane-anchored protein,-0.389126321,no,3.453540628,0.544093921,0.787171194,no
BW25113_3234,2868,no,degQ,"serine endoprotease, periplasmic",-0.577225451,no,8.018611677,0.002127648,0.013196807,yes
BW25113_3235,2869,no,degS,"serine endoprotease, periplasmic",0.40787598,no,4.077298481,0.412768662,0.6953387,no
BW25113_3236,2870,no,mdh,"malate dehydrogenase, NAD(P)-binding",0.849355402,no,6.467886824,0.013818019,0.066543778,no
BW25113_3237,2871,no,argR,l-arginine-responsive arginine metabolism regulon transcriptional regulator,-0.230084856,no,6.105593186,0.456344837,0.727292279,no
BW25113_3238,2872,no,yhcN,"cadmium and peroxide resistance protein, stress-induced",-0.556278216,no,5.363446763,0.163507779,0.424470524,no
BW25113_3239,2873,no,yhcO,putative barnase inhibitor,-0.56149406,no,4.85630635,0.224828162,0.507475445,no
BW25113_3240,2874,no,aaeB,p-hydroxybenzoic acid efflux system component,-0.364040831,no,8.563065346,0.011422954,0.057852688,no
BW25113_3241,2875,no,aaeA,p-hydroxybenzoic acid efflux system component,-0.259813497,no,7.890954265,0.22766351,0.510698213,no
BW25113_3242,2876,no,aaeX,DUF1656 family putative inner membrane efflux pump associated protein,-0.423100947,no,6.343793214,0.140092312,0.385106497,no
BW25113_3243,2877,no,aaeR,transcriptional regulator for aaeXAB operon,0.102904142,no,7.494334872,0.579517186,0.805182139,no
BW25113_3244,2878,no,tldD,putative peptidase,-0.151759178,no,8.563702949,0.28298505,0.575961265,no
BW25113_4472,2879,no,yhdP,DUF3971-AsmA2 domains protein,-0.528804922,no,9.405412355,0.000134025,0.001002627,yes
BW25113_3247,2880,no,rng,ribonuclease G,0.178360473,no,7.252828467,0.422756326,0.704116235,no
BW25113_3248,2881,no,yhdE,Maf-like protein,-0.176808062,no,6.856550082,0.44441017,0.719871019,no
BW25113_3250,2882,no,mreC,cell wall structural complex MreBCD transmembrane component MreC,0.597648336,no,4.073783808,0.272578193,0.562460234,no
BW25113_3252,2883,no,csrD,targeting factor for csrBC sRNA degradation,0.105737325,no,9.175915589,0.399668439,0.683253503,no
BW25113_3253,2884,no,acuI,putative acryloyl-CoA reductase,-0.320564698,no,8.026118417,0.102282865,0.310813048,no
BW25113_4697,2885,no,yrdF,pseudogene,0.390049201,no,5.917060823,0.252216639,0.541022869,no
BW25113_4646,2886,no,yrdE,pseudogene,-0.179515155,no,6.884675807,0.573612653,0.802362576,no
BW25113_3257,2887,no,yhdT,DUF997 family putative inner membrane protein,-0.222804857,no,5.935493094,0.509039487,0.761907137,no
BW25113_3258,2888,no,panF,pantothenate:sodium symporter,-0.282997635,no,7.878648939,0.086944969,0.279593337,no
BW25113_3259,2889,no,prmA,methyltransferase for 50S ribosomal subunit protein L11,-0.440447826,no,6.810738521,0.09997969,0.307619204,no
BW25113_3260,2890,no,dusB,tRNA-dihydrouridine synthase B,-0.369339456,no,7.893125673,0.022927567,0.100980588,no
BW25113_3261,2891,no,fis,global DNA-binding transcriptional dual regulator,-1.315675773,yes,5.520757141,0.000908167,0.006019511,yes
BW25113_3262,2892,no,yhdJ,"DNA adenine methyltransferase, SAM-dependent",-0.142747247,no,7.574307785,0.431135366,0.709670241,no
BW25113_3263,2893,no,yhdU,putative membrane protein,-0.72618418,no,6.414036515,0.012480634,0.061659869,no
BW25113_3264,2894,no,acrS,acrAB operon transcriptional repressor,-2.159905622,yes,3.916541839,0.00192199,0.012035463,yes
BW25113_3265,2895,no,acrE,cytoplasmic membrane lipoprotein,-0.24163194,no,8.937738007,0.130266405,0.366842176,no
BW25113_3266,2896,no,acrF,multidrug efflux system protein,-0.235029538,no,9.097496813,0.11531706,0.338102376,no
BW25113_3267,2897,no,yhdV,putative outer membrane protein,-0.479610989,no,8.131524846,0.001821882,0.01148196,yes
BW25113_3268,2898,no,yhdW,pseudogene,-0.264641613,no,7.879351066,0.119990575,0.345855187,no
BW25113_3269,2899,no,yhdX,putative amino-acid transporter subunit,-0.3798375,no,7.778754009,0.024141466,0.105032794,no
BW25113_3270,2900,no,yhdY,putative amino-acid transporter subunit,-0.349510238,no,6.706140562,0.191621996,0.463391872,no
BW25113_3271,2901,no,yhdZ,putative amino-acid transporter subunit,-0.221411757,no,6.564680356,0.423874026,0.704970646,no
BW25113_3273,2902,no,thrV,,-0.427089599,no,2.215710579,0.657419811,0.857599221,no
BW25113_3279,2903,no,yrdA,bacterial transferase hexapeptide domain protein,-0.15831731,no,8.227628611,0.357736977,0.652902503,no
BW25113_3280,2904,no,yrdB,DUF1488 family protein,-0.199895242,no,7.34055402,0.348634329,0.644644608,no
BW25113_3281,2905,no,aroE,"dehydroshikimate reductase, NAD(P)-binding",-1.02534586,yes,6.279924865,0.000308713,0.002184393,yes
BW25113_3282,2906,no,tsaC,"tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein, threonine-dependent ADP-forming ATPase",-1.519991468,yes,2.304207195,0.117139042,0.34114788,no
BW25113_3283,2907,no,yrdD,putative DNA topoisomerase,-0.221215889,no,7.913370618,0.171904382,0.435904128,no
BW25113_3284,2908,no,smg,DUF494 family putative periplasmic protein,-0.41517206,no,7.48467176,0.046086591,0.174265722,no
BW25113_4473,2909,no,smf,DNA recombination-mediator A family protein,-0.074083064,no,8.435702621,0.655774013,0.856838658,no
BW25113_3289,2910,no,rsmB,"16S rRNA m(5)C967 methyltransferase, SAM-dependent",-0.448872507,no,7.849513692,0.008128847,0.04335385,yes
BW25113_3290,2911,no,trkA,NAD-binding component of TrK potassium transporter,-0.249406477,no,7.695538726,0.16498877,0.426601191,no
BW25113_3291,2912,no,mscL,"mechanosensitive channel protein, high conductance",-0.41936159,no,8.045148353,0.008801844,0.046437723,yes
BW25113_4550,2913,no,arfA,alternate ribosome-rescue factor A,-0.36542694,no,6.793846732,0.18788479,0.459675385,no
BW25113_3292,2914,no,zntR,zntA gene transcriptional activator,-0.205107239,no,6.252199072,0.486881567,0.747444437,no
BW25113_3293,2915,no,yhdN,DUF1992 family protein,0.210166535,no,6.18583109,0.472195016,0.738040057,no
BW25113_3322,2916,no,gspB,part of gsp divergon involved in type II protein secretion,-0.021494353,no,8.631561609,0.883937281,0.963631847,no
BW25113_3323,2917,no,gspA,"general secretory pathway component, cryptic",-0.26185692,no,10.19195201,0.021541666,0.096067496,no
BW25113_3324,2918,no,gspC,"general secretory pathway component, cryptic",0.012597383,no,8.973241835,0.928164199,0.980701795,no
BW25113_3325,2919,no,gspD,"general secretory pathway component, cryptic",0.05033133,no,9.471472267,0.669426531,0.865200133,no
BW25113_3326,2920,no,gspE,"general secretory pathway component, cryptic",-0.158252283,no,9.144851139,0.210233999,0.49025418,no
BW25113_3327,2921,no,gspF,"general secretory pathway component, cryptic",-0.179323962,no,8.714954938,0.168604544,0.431698114,no
BW25113_3328,2922,no,gspG,"pseudopilin, cryptic, general secretion pathway",-0.226906654,no,6.924784146,0.359256704,0.653958844,no
BW25113_3329,2923,no,gspH,"putative general secretory pathway component, cryptic",-0.201440339,no,7.073014866,0.367555958,0.663245496,no
BW25113_3330,2924,no,gspI,"general secretory pathway component, cryptic",-0.189810689,no,7.380395947,0.32422958,0.619164254,no
BW25113_3331,2925,no,gspJ,"putative general secretory pathway component, cryptic",0.170367373,no,7.581836815,0.388364783,0.677822774,no
BW25113_3332,2926,no,gspK,"general secretory pathway component, cryptic",0.209345878,no,8.549471406,0.143985006,0.390602922,no
BW25113_3333,2927,no,gspL,"general secretory pathway component, cryptic",-0.104000874,no,8.815025841,0.459651491,0.728333208,no
BW25113_3334,2928,no,gspM,"general secretory pathway component, cryptic",0.069922292,no,7.193847159,0.742044124,0.89950051,no
BW25113_3335,2929,no,gspO,bifunctional prepilin leader peptidase/ methylase,0.013909817,no,7.878740561,0.944555539,0.988334756,no
BW25113_3336,2930,no,bfr,"bacterioferritin, iron storage and detoxification protein",-0.052396118,no,7.598767254,0.790972545,0.921923268,no
BW25113_3337,2931,no,bfd,bacterioferritin-associated ferredoxin,-0.25090314,no,7.231125563,0.369042449,0.664766563,no
BW25113_3338,2932,no,chiA,periplasmic endochitinase,-0.036088887,no,10.37022817,0.741537216,0.89950051,no
BW25113_3339,2933,no,tufA,translation elongation factor EF-Tu 1,1.749903749,yes,4.130184492,0.00043477,0.003011127,yes
BW25113_3341,2934,no,rpsG,30S ribosomal subunit protein S7,0.156696574,no,4.725084434,0.740935463,0.899494275,no
BW25113_3343,2935,no,tusB,mnm(5)-s(2)U34-tRNA synthesis 2-thiolation protein,0.623936727,no,4.399688878,0.184048718,0.45432681,no
BW25113_3344,2936,no,tusC,mnm(5)-s(2)U34-tRNA synthesis 2-thiolation protein,1.292322985,yes,4.825704759,0.005467979,0.03075248,yes
BW25113_3345,2937,no,tusD,sulfurtransferase for 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis,0.737188885,no,5.563068072,0.057392948,0.206783416,no
BW25113_3346,2938,no,yheO,putative PAS domain-containing DNA-binding transcriptional regulator,-0.189688355,no,7.36605004,0.4099189,0.693518381,no
BW25113_3347,2939,no,fkpA,FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase),0.157671536,no,8.29111815,0.313659612,0.610802622,no
BW25113_3348,2940,no,slyX,phi X174 lysis protein,-0.184391293,no,4.93417651,0.702912865,0.883146933,no
BW25113_3349,2941,no,slyD,FKBP-type peptidyl prolyl cis-trans isomerase (rotamase),-0.049086945,no,7.825927003,0.790383536,0.921719548,no
BW25113_4551,2942,no,yheV,DUF2387 family putative metal-binding protein,0.256070537,no,4.684094421,0.559461503,0.795576574,no
BW25113_3350,2943,no,kefB,potassium:proton antiporter,-0.043072152,no,9.288219663,0.73561433,0.897108633,no
BW25113_3351,2944,no,kefG,"potassium-efflux system ancillary protein for KefB, glutathione-regulated",0.020240187,no,7.919195622,0.931281969,0.982978541,no
BW25113_3352,2945,no,yheS,putative transporter subunit of ABC superfamily: ATP-binding component,-0.244932279,no,8.828086332,0.091041249,0.28920721,no
BW25113_3353,2946,no,yheT,UPF0017 family putative hydrolase,-0.020479766,no,8.085403648,0.895608487,0.965828135,no
BW25113_3354,2947,no,yheU,UPF0270 family protein,-1.027092174,yes,6.711933305,4.36E-05,0.000343666,yes
BW25113_3355,2948,no,prkB,putative phosphoribulokinase,-0.297861593,no,8.494526906,0.031349956,0.129088053,no
BW25113_3356,2949,no,yhfA,OsmC family protein,0.205075943,no,6.063917214,0.546101492,0.787897626,no
BW25113_3358,2950,no,yhfK,"putative transporter, FUSC superfamily inner membrane protein, tandem domains",0.067430711,no,9.410129065,0.599895572,0.821659903,no
BW25113_3359,2951,no,argD,bifunctional acetylornithine aminotransferase/ succinyldiaminopimelate aminotransferase,0.023209784,no,8.251673681,0.892694951,0.964705994,no
BW25113_3360,2952,no,pabA,"aminodeoxychorismate synthase, subunit II",-0.508397382,no,7.089212704,0.019582989,0.088848745,no
BW25113_3361,2953,no,fic,stationary-phase adenosine monophosphate-protein transferase domain protein,-0.366798875,no,7.021586168,0.144349888,0.391321964,no
BW25113_3362,2954,no,yhfG,putative Fic-binding protein,0.382996614,no,4.995639193,0.471869003,0.737824688,no
BW25113_3363,2955,no,ppiA,peptidyl-prolyl cis-trans isomerase A (rotamase A),-0.272522708,no,6.842327769,0.284337193,0.57631944,no
BW25113_3364,2956,no,tsgA,putative transporter,0.002916967,no,9.200271917,0.991988894,1,no
BW25113_3365,2957,no,nirB,"nitrite reductase, large subunit, NAD(P)H-binding",-0.247889191,no,9.450320319,0.04424178,0.168704063,no
BW25113_3366,2958,no,nirD,"nitrite reductase, NAD(P)H-binding, small subunit",0.123462543,no,6.672283793,0.670719105,0.865366099,no
BW25113_3367,2959,no,nirC,nitrite transporter,-0.234630433,no,8.539784464,0.091477781,0.289889167,no
BW25113_3368,2960,no,cysG,"fused siroheme synthase 1,3-dimethyluroporphyriongen III dehydrogenase and siroheme ferrochelatase/uroporphyrinogen methyltransferase",0.084151166,no,9.149304778,0.49787034,0.753242661,no
BW25113_3369,2961,no,yhfL,small lipoprotein,-0.209438318,no,7.641459705,0.262205408,0.553170374,no
BW25113_3370,2962,no,frlA,putative fructoselysine transporter,-0.151593744,no,8.988886447,0.236362301,0.521309449,no
BW25113_3371,2963,no,frlB,fructoselysine-6-P-deglycase,0.191957491,no,7.741721619,0.275155788,0.565309586,no
BW25113_4474,2964,no,frlC,fructoselysine 3-epimerase,-0.069558252,no,7.910640604,0.705268982,0.885823265,no
BW25113_3374,2965,no,frlD,fructoselysine 6-kinase,-0.337637624,no,7.712989024,0.055224339,0.200456051,no
BW25113_3375,2966,no,frlR,putative DNA-binding transcriptional regulator,-0.091806047,no,6.777662041,0.735296312,0.897108633,no
BW25113_3376,2967,no,yhfS,FNR-regulated pyridoxal phosphate-dependent aminotransferase family protein,-0.076090044,no,7.610632014,0.673766846,0.865754142,no
BW25113_3377,2968,no,yhfT,inner membrane protein,-0.045893151,no,8.298733822,0.791160682,0.921923268,no
BW25113_3378,2969,no,yhfU,DUF2620 family protein,-0.062530663,no,6.3325089,0.820890691,0.934618504,no
BW25113_3379,2970,no,php,phosphotriesterase homology protein,0.094623698,no,8.154901691,0.54132576,0.786215999,no
BW25113_3380,2971,no,yhfW,phosphopentomutase-related metalloenzyme superfamily protein,-0.156258322,no,8.064165729,0.31309662,0.610312655,no
BW25113_3381,2972,no,yhfX,putative pyridoxal 5'-phosphate binding protein,0.032805459,no,8.365875434,0.844853327,0.945739209,no
BW25113_3382,2973,no,yhfY,PRD domain protein,0.004445624,no,6.608361084,0.980991354,1,no
BW25113_3383,2974,no,yhfZ,putative DNA-binding transcriptional regulator,-0.303511449,no,7.535326439,0.096860838,0.301105855,no
BW25113_3385,2975,no,gph,phosphoglycolate phosphatase,0.217164324,no,7.825713539,0.19599654,0.469912193,no
BW25113_3386,2976,no,rpe,D-ribulose-5-phosphate 3-epimerase,1.449913982,yes,6.609485941,7.45E-08,6.97E-07,yes
BW25113_3387,2977,no,dam,DNA adenine methyltransferase,0.466937191,no,8.449420818,0.001835968,0.01155216,yes
BW25113_3388,2978,no,damX,cell division protein that binds to the septal ring,0.074849953,no,8.69897995,0.567012088,0.799527836,no
BW25113_3389,2979,no,aroB,3-dehydroquinate synthase,0.811745246,no,6.795538312,0.001335886,0.008641377,yes
BW25113_3390,2980,no,aroK,shikimate kinase I,1.037613949,yes,5.498184909,0.012765678,0.06247373,no
BW25113_3391,2981,no,hofQ,DNA catabolic putative fimbrial transporter,0.062580514,no,8.664376475,0.691408328,0.876842654,no
BW25113_3392,2982,no,hofP,DNA catabolic protein,0.238084493,no,7.233668151,0.260815988,0.551455596,no
BW25113_3393,2983,no,hofO,DNA catabolic protein,-0.342333466,no,6.723895877,0.192550153,0.465062601,no
BW25113_3394,2984,no,hofN,DNA catabolic putative fimbrial assembly protein,-0.016364717,no,6.881345495,0.946778976,0.988342393,no
BW25113_3395,2985,no,hofM,DNA catabolic putative pilus assembly protein,-0.08054364,no,7.83688409,0.655962452,0.856838658,no
BW25113_3396,2986,no,mrcA,fused penicillin-binding protein 1a: murein transglycosylase/murein transpeptidase,-0.321221456,no,9.807790677,0.011101921,0.056372448,no
BW25113_3397,2987,no,nudE,"adenosine nucleotide hydrolase; substrates include Ap3A, Ap2A, ADP-ribose, NADH",-0.122498078,no,7.763644214,0.481960914,0.743925196,no
BW25113_3398,2988,no,yrfF,inner membrane protein,-0.465936033,no,5.68205022,0.239702579,0.524349391,no
BW25113_3399,2989,no,yrfG,GMP/IMP nucleotidase,0.033955204,no,7.904251043,0.837082636,0.941597677,no
BW25113_3400,2990,no,hslR,ribosome-associated heat shock protein Hsp15,0.044338368,no,6.957731288,0.854923691,0.949646038,no
BW25113_3401,2991,no,hslO,heat shock protein Hsp33,0.393199451,no,8.168675533,0.009828328,0.05076027,no
BW25113_3402,2992,no,yhgE,DUF4153 family putative inner membrane protein,0.041374553,no,9.302720585,0.741313393,0.89950051,no
BW25113_3403,2993,no,pck,phosphoenolpyruvate carboxykinase,-0.011364307,no,9.019773945,0.931778039,0.983195132,no
BW25113_3404,2994,no,envZ,sensory histidine kinase in two-component regulatory system with OmpR,-0.413097222,no,8.168111864,0.005855885,0.03273374,yes
BW25113_3405,2995,no,ompR,response regulator in two-component regulatory system with EnvZ,3.548064724,yes,9.217216101,6.73E-106,6.44E-104,yes
BW25113_3406,2996,no,greB,transcript cleavage factor,-0.151566117,no,6.682135078,0.57535418,0.802915053,no
BW25113_3407,2997,no,yhgF,putative transcriptional accessory protein,-0.114427494,no,9.338388979,0.346776576,0.642118176,no
BW25113_3408,2998,no,feoA,"ferrous iron transporter, protein A",0.22035605,no,7.883532431,0.251541849,0.541022869,no
BW25113_3409,2999,no,feoB,"fused ferrous iron transporter, protein B: GTP-binding protein/membrane protein",-0.007430602,no,9.794485171,0.958134782,0.991784617,no
BW25113_3410,3000,yes,feoC,putative DNA-binding transcriptional regulator,0.14657238,no,6.376133521,0.616444521,0.833150409,no
BW25113_3411,3001,yes,yhgA,transposase_31 family protein,-0.039076516,no,7.605230188,0.839521683,0.943164666,no
BW25113_3412,3002,yes,bioH,pimeloyl-ACP methyl ester carboxylesterase,0.149799332,no,7.357778424,0.454647012,0.727292279,no
BW25113_3413,3003,yes,gntX,DNA catabolic protein,-0.007188464,no,7.090099218,0.983776619,1,no
BW25113_3414,3004,yes,nfuA,Fe/S biogenesis protein; putative scaffold/chaperone for damaged Fe/S proteins,0.597081951,no,5.803381182,0.077128598,0.258193086,no
BW25113_3415,3005,yes,gntT,"gluconate transporter, high-affinity GNT I system",0.023000178,no,7.830404777,0.933633215,0.983608283,no
BW25113_3416,3006,yes,malQ,4-alpha-glucanotransferase (amylomaltase),-1.256220906,yes,6.40719326,0.000170303,0.001247827,yes
BW25113_3417,3007,yes,malP,maltodextrin phosphorylase,-0.956961843,no,8.122792353,1.04E-09,1.05E-08,yes
BW25113_3418,3008,yes,malT,mal regulon transcriptional activator,0.200443502,no,9.558216189,0.085630858,0.277645132,no
BW25113_4475,3009,yes,rtcA,RNA 3'-terminal phosphate cyclase,0.114440753,no,8.383174752,0.480539638,0.742497193,no
BW25113_3421,3010,yes,rtcB,RNA-splicing ligase,0.198909625,no,9.141224884,0.209386914,0.489443472,no
BW25113_3422,3011,yes,rtcR,sigma 54-dependent transcriptional regulator of rtcBA expression,0.331747326,no,9.410811996,0.005064448,0.028813695,yes
BW25113_3423,3012,yes,glpR,GlpR DNA-binding transcriptional repressor,0.538641658,no,7.17449967,0.033674735,0.137648554,no
BW25113_3424,3013,yes,glpG,rhomboid intramembrane serine protease,0.630885329,no,8.108363229,6.69E-05,0.000519366,yes
BW25113_3425,3014,yes,glpE,thiosulfate:cyanide sulfurtransferase (rhodanese),-0.038463139,no,6.662273177,0.881412793,0.963631847,no
BW25113_3426,3015,yes,glpD,"sn-glycerol-3-phosphate dehydrogenase, aerobic, FAD/NAD(P)-binding",0.310199765,no,6.93203425,0.164313224,0.425434504,no
BW25113_3427,3016,yes,yzgL,pseudogene,-0.456399542,no,5.532485218,0.238601727,0.523817149,no
BW25113_3428,3017,yes,glgP,glycogen phosphorylase,0.168991818,no,9.512736516,0.200080415,0.476208394,no
BW25113_3429,3018,yes,glgA,glycogen synthase,0.535585707,no,9.188348117,5.09E-05,0.000396312,yes
BW25113_3430,3019,yes,glgC,glucose-1-phosphate adenylyltransferase,0.424658757,no,8.857385636,0.003148017,0.018840039,yes
BW25113_3431,3020,yes,glgX,glycogen debranching enzyme,0.395236873,no,9.659207364,0.001518578,0.009742761,yes
BW25113_3432,3021,yes,glgB,"1,4-alpha-glucan branching enzyme",0.339500873,no,9.768963059,0.004514991,0.025951265,yes
BW25113_3434,3022,yes,yhgN,UPF0056 family inner membrane protein,0.3727852,no,7.727919712,0.053694066,0.196343972,no
BW25113_4476,3023,yes,gntU,"gluconate transporter, low affinity GNT 1 system",0.283263167,no,8.194242624,0.112456722,0.332200716,no
BW25113_3437,3024,yes,gntK,gluconate kinase 2,0.11585207,no,5.915409186,0.753686599,0.904362043,no
BW25113_3438,3025,yes,gntR,d-gluconate inducible gluconate regulon transcriptional repressor,0.633221903,no,8.173478558,3.23E-05,0.000257568,yes
BW25113_3439,3026,yes,yhhW,quercetinase activity in vitro,0.223630965,no,8.247855618,0.145985553,0.393584341,no
BW25113_3440,3027,yes,yhhX,putative oxidoreductase,0.324878089,no,8.323818166,0.039430855,0.153647071,no
BW25113_4451,3028,yes,ryhB,,1.365934904,yes,4.861969258,0.007102491,0.038562001,yes
BW25113_3441,3029,yes,yhhY,putative acetyltransferase,0.253116888,no,9.420364123,0.071301125,0.243679519,no
BW25113_3443,3030,yes,yrhA,pseudogene,-0.080148067,no,3.916536449,0.944912252,0.988334756,no
BW25113_3446,3031,yes,yrhB,stable heat shock chaperone,0.750331187,no,5.810963389,0.030905044,0.127793009,no
BW25113_3447,3032,yes,ggt,gamma-glutamyltranspeptidase,0.207797028,no,9.057698323,0.148013151,0.397231022,no
BW25113_3448,3033,yes,yhhA,DUF2756 family protein,0.228976811,no,6.894661704,0.312685302,0.610312655,no
BW25113_3449,3034,yes,ugpQ,"glycerophosphodiester phosphodiesterase, cytosolic",0.225362537,no,6.965638362,0.386568273,0.676192606,no
BW25113_3450,3035,yes,ugpC,glycerol-3-phosphate transporter subunit,0.267082414,no,7.118769895,0.395625938,0.68176336,no
BW25113_3451,3036,yes,ugpE,glycerol-3-phosphate transporter subunit,0.15881958,no,7.133541176,0.465716895,0.733766168,no
BW25113_3452,3037,yes,ugpA,glycerol-3-phosphate transporter subunit,0.288305467,no,7.798755569,0.08417955,0.274528982,no
BW25113_3453,3038,yes,ugpB,glycerol-3-phosphate transporter subunit,0.467405295,no,8.026356591,0.004099437,0.02391338,yes
BW25113_3454,3039,yes,livF,leucine/isoleucine/valine transporter subunit,0.035650437,no,7.212117892,0.886905124,0.963631847,no
BW25113_3455,3040,yes,livG,leucine/isoleucine/valine transporter subunit,0.340142584,no,6.989410511,0.158569278,0.416616334,no
BW25113_3456,3041,yes,livM,leucine/isoleucine/valine transporter subunit,0.15968808,no,7.770214178,0.441838576,0.718598207,no
BW25113_3457,3042,yes,livH,leucine/isoleucine/valine transporter subunit,0.338022979,no,7.630935267,0.077780811,0.259269369,no
BW25113_3458,3043,yes,livK,leucine transporter subunit,0.323684577,no,8.577228609,0.016492158,0.077147088,no
BW25113_3459,3044,yes,panM,"PanD autocleavage accelerator, panothenate synthesis",-0.234489971,no,6.96865811,0.310841762,0.608641213,no
BW25113_3460,3045,yes,livJ,leucine/isoleucine/valine transporter subunit,0.29445833,no,7.764625291,0.0907456,0.288501827,no
BW25113_3462,3046,yes,ftsX,inner membrane putative ABC superfamily transporter permease,0.338073711,no,4.027935225,0.6643711,0.860937094,no
BW25113_3465,3047,yes,rsmD,"16S rRNA m(2)G966 methyltransferase, SAM-dependent",0.267160498,no,6.907326271,0.260467579,0.551016142,no
BW25113_3466,3048,yes,yhhL,DUF1145 family protein,0.720776093,no,6.966678704,0.00161227,0.010243273,yes
BW25113_3467,3049,yes,yhhM,DUF2500 family protein,0.341649611,no,6.826373724,0.219164001,0.501824115,no
BW25113_3468,3050,yes,yhhN,TMEM86 family putative inner membrane protein,0.32463548,no,8.522802656,0.027542894,0.116195696,no
BW25113_3469,3051,yes,zntA,"zinc, cobalt and lead efflux system",0.708691931,no,9.332295986,7.74E-09,7.51E-08,yes
BW25113_3470,3052,yes,tusA,mnm(5)-s(2)U34-tRNA 2-thiolation sulfurtransferase,0.749091994,no,3.397192498,0.217733066,0.499422831,no
BW25113_3471,3053,yes,yhhQ,DUF165 family inner membrane protein,0.149646044,no,8.172966747,0.340251519,0.635741636,no
BW25113_3472,3054,yes,dcrB,putative lipoprotein,0.257196482,no,7.781502591,0.144972739,0.392196781,no
BW25113_3473,3055,yes,yhhS,putative arabinose efflux transporter,0.573736187,no,8.49705989,0.000430925,0.002989782,yes
BW25113_3474,3056,yes,yhhT,UPF0118 family putative transporter,0.427425055,no,8.700486119,0.003541558,0.021002885,yes
BW25113_3475,3057,yes,acpT,4'-phosphopantetheinyl transferase,0.392444624,no,7.676328964,0.025586372,0.110119483,no
BW25113_3476,3058,yes,nikA,"nickel-binding, heme-binding periplasmic protein",0.345554314,no,9.098790268,0.009653405,0.050063731,no
BW25113_3477,3059,yes,nikB,nickel transporter subunit,0.57910886,no,8.189147619,0.000264336,0.001894327,yes
BW25113_3478,3060,yes,nikC,nickel transporter subunit,0.622751687,no,8.243559863,0.000110204,0.000827582,yes
BW25113_3479,3061,yes,nikD,nickel transporter subunit,0.729782936,no,7.733845366,0.000397077,0.00276473,yes
BW25113_3480,3062,yes,nikE,nickel transporter subunit,0.513877347,no,7.727746153,0.003986649,0.023359736,yes
